Title,BodyPart,Equipment,Level
Smith machine back squat,quadriceps,machine,intermediate
Leg Extensions,quadriceps,machine,intermediate
Treadmill running,quadriceps,machine,intermediate
Stationary bike,quadriceps,machine,intermediate
Treadmill jogging,quadriceps,machine,intermediate
Recumbent Bike,quadriceps,machine,beginner
Smith machine leg press,quadriceps,machine,intermediate
Lying Machine Squat,quadriceps,machine,intermediate
Seated Leg Press,quadriceps,machine,intermediate
Smith machine pistol squat,quadriceps,machine,intermediate
Leverage Deadlift,quadriceps,machine,beginner
Leg press-,quadriceps,machine,intermediate
TBS Hack Squat,quadriceps,machine,intermediate
Leg Extensions - Gethin Variation,quadriceps,machine,intermediate
Seated leg press-,quadriceps,machine,intermediate
Smith machine front squat,quadriceps,machine,intermediate
Machine Deadlift - Gethin Variation,quadriceps,machine,intermediate
Single-leg hack squat,quadriceps,machine,intermediate
Narrow-stance hack squat,quadriceps,machine,intermediate
Alternating Single-Leg Curl - Gethin Variation,quadriceps,machine,intermediate
Stiff-Legged Deadlift - Gethin Variation,quadriceps,machine,intermediate
Single-Leg Press - Gethin Variation,quadriceps,machine,intermediate
Hack squat-,quadriceps,machine,intermediate
Smith machine lunge squat,quadriceps,machine,intermediate
Hack Squat - Gethin Variation,quadriceps,machine,expert
Leg Press - Gethin Variation,quadriceps,machine,intermediate
AM Leg Press,quadriceps,machine,intermediate
Leg extension,quadriceps,machine,intermediate
UP Quad Extension,quadriceps,machine,intermediate
UP Single-Leg Press,quadriceps,machine,intermediate
UP Leg Press,quadriceps,machine,intermediate
Pop Squat On Leg Press,quadriceps,machine,intermediate
King Maker Leg Press,quadriceps,machine,intermediate
Single-leg leg press,quadriceps,machine,intermediate
King Maker Hack Squat,quadriceps,machine,intermediate
30 Legs Feet-High Leg Press,quadriceps,machine,intermediate
30 Legs Leg Press,quadriceps,machine,intermediate
30 Legs Leg Press Calf Raise,quadriceps,machine,intermediate
30 Legs Lying Leg Curl,quadriceps,machine,intermediate
30 Legs Machine Hack Squat,quadriceps,machine,intermediate
30 Legs Single-Leg Leg Extension,quadriceps,machine,intermediate
30 Legs Single-Leg Leg Press,quadriceps,machine,intermediate
30 Legs Single-Leg Lying Leg Curl,quadriceps,machine,intermediate
30 Legs Smith Machine Split Squat,quadriceps,machine,intermediate
30 Legs Smith Machine Squat,quadriceps,machine,intermediate
Jumping rope,quadriceps,body only,intermediate
Forward lunge,quadriceps,body only,intermediate
Side-to-side box skip,quadriceps,body only,intermediate
Bodyweight squat,quadriceps,body only,intermediate
Broad jump,quadriceps,body only,intermediate
Burpee,quadriceps,body only,intermediate
Trail Running/Walking,quadriceps,body only,intermediate
Scissors Jump,quadriceps,body only,expert
Jumping jack-,quadriceps,body only,intermediate
Arms-crossed jump squat,quadriceps,body only,intermediate
Bodyweight Reverse Lunge,quadriceps,body only,intermediate
Alien Squat,quadriceps,body only,beginner
Treadmill walking,quadriceps,body only,intermediate
Rocket Jump,quadriceps,body only,beginner
Depth jump box jump,quadriceps,body only,intermediate
Bodyweight Walking Lunge,quadriceps,body only,intermediate
Walking High Knees,quadriceps,body only,intermediate
Lateral lunge,quadriceps,body only,intermediate
Jump Squat,quadriceps,body only,intermediate
Over bench jump,quadriceps,body only,intermediate
Split Jump,quadriceps,body only,intermediate
90-degree jump squat,quadriceps,body only,intermediate
Skip,quadriceps,body only,intermediate
Kneeling hip flexor stretch,quadriceps,body only,intermediate
Iron Crosses (stretch),quadriceps,body only,intermediate
All Fours Quad Stretch,quadriceps,body only,beginner
Lying quad stretch with band,quadriceps,body only,intermediate
One Half Locust,quadriceps,body only,intermediate
Standing Hip Flexors,quadriceps,body only,intermediate
Looking At Ceiling,quadriceps,body only,intermediate
Rear Leg Raises,quadriceps,body only,beginner
On Your Side Quad Stretch,quadriceps,body only,intermediate
On-Your-Back Quad Stretch,quadriceps,body only,intermediate
Standing Elevated Quad Stretch,quadriceps,body only,intermediate
Thigh killa,quadriceps,body only,intermediate
Southpaw sprawl,quadriceps,body only,intermediate
Stride Jump Crossover,quadriceps,body only,intermediate
Side Standing Long Jump,quadriceps,body only,intermediate
Wall squat,quadriceps,body only,intermediate
Slide Jump Shot,quadriceps,body only,beginner
Sprawl frog kick,quadriceps,body only,intermediate
Lateral Speed Step,quadriceps,body only,intermediate
Side Hop-Sprint,quadriceps,body only,intermediate
Pop squat,quadriceps,body only,intermediate
Star Jump,quadriceps,body only,beginner
Side Lunge Touching Heel,quadriceps,body only,intermediate
Lying Prone Quadriceps,quadriceps,body only,beginner
Fast Kick With Arm Circles,quadriceps,body only,beginner
Single-leg box squat,quadriceps,body only,intermediate
Defensive Slide,quadriceps,body only,beginner
Quick Leap,quadriceps,body only,intermediate
Vertical Mountain Climber,quadriceps,body only,beginner
Reverse Burpee,quadriceps,body only,beginner
Football Up-Down,quadriceps,body only,beginner
Jump lunge heel kick,quadriceps,body only,intermediate
Burpee box jump,quadriceps,body only,intermediate
Linear Depth Jump,quadriceps,body only,intermediate
Slow Jog,quadriceps,body only,beginner
High knees,quadriceps,body only,intermediate
Jumping Jack,quadriceps,body only,intermediate
Square Hop,quadriceps,body only,beginner
Running lunge,quadriceps,body only,intermediate
In-out jump squat,quadriceps,body only,intermediate
Gorilla squat,quadriceps,body only,intermediate
Burpee tuck jump,quadriceps,body only,intermediate
Speed skater,quadriceps,body only,intermediate
Jumping knee up-down,quadriceps,body only,intermediate
Jump Lunge To Feet Jack,quadriceps,body only,intermediate
Reverse Lunge Rotation,quadriceps,body only,intermediate
Alternating standing knee-pull stretch,quadriceps,body only,intermediate
Seal jack,quadriceps,body only,intermediate
Kneeling quad thoracic stretch,quadriceps,body only,intermediate
Single-Leg Squat With Knee Tap,quadriceps,body only,expert
Shuttle run,quadriceps,body only,intermediate
Squat Isometric Hold,quadriceps,body only,expert
Wall sit,quadriceps,body only,intermediate
Walking lunge with hip extension,quadriceps,body only,intermediate
Squat with alternating side leg raise,quadriceps,body only,intermediate
Lateral Squats,quadriceps,body only,intermediate
Walking lunge with twist,quadriceps,body only,intermediate
Boss Everline Backward Lunge Walk,quadriceps,body only,intermediate
Reverse Diagonal Skaters,quadriceps,body only,intermediate
FYR Air Squat,quadriceps,body only,intermediate
FYR Tuck Jump,quadriceps,body only,intermediate
Push-up sprawl tuck jump,quadriceps,body only,intermediate
FYR Running Lunge,quadriceps,body only,intermediate
FYR Jumping Lunge,quadriceps,body only,intermediate
FYR Sprawl Frog Kick,quadriceps,body only,intermediate
Jump squat-,quadriceps,body only,intermediate
FYR Sprinter Burpee,quadriceps,body only,intermediate
Single-leg burpee,quadriceps,body only,intermediate
FYR Gorilla Squat,quadriceps,body only,intermediate
Banded compass jump squat,quadriceps,body only,intermediate
In-out sprawl,quadriceps,body only,intermediate
Knee-tuck kick-up,quadriceps,body only,intermediate
Bear crawl donkey kick,quadriceps,body only,intermediate
Southpaw sprawl with push-up,quadriceps,body only,intermediate
Bouncing lunge,quadriceps,body only,intermediate
Bodyweight Squat - Gethin Variation,quadriceps,body only,intermediate
FYR Alternating Lunge,quadriceps,body only,intermediate
Bodyweight Walking Lunge - Gethin Variation,quadriceps,body only,intermediate
Seated Quad Contraction,quadriceps,body only,intermediate
HM Squat with Alternating Leg Extension,quadriceps,body only,intermediate
HM Air Squat,quadriceps,body only,intermediate
HM Alternating Jump Lunge,quadriceps,body only,intermediate
HM Alternating Lunge-In-Place,quadriceps,body only,intermediate
HM Alternating Side Lunge,quadriceps,body only,intermediate
HM Sumo Pulse,quadriceps,body only,intermediate
HM Sumo Squat,quadriceps,body only,intermediate
HM Alternating Side-Kick,quadriceps,body only,intermediate
HM Tuck-Up Burpee,quadriceps,body only,intermediate
HM Bear Crawl,quadriceps,body only,intermediate
HM Bear Stance Fire Hydrant,quadriceps,body only,intermediate
HM Walking Frankenstein,quadriceps,body only,intermediate
HM Walking Hip Stretch,quadriceps,body only,intermediate
HM Wide Jump Squat,quadriceps,body only,intermediate
HM Boxer Shuffle,quadriceps,body only,intermediate
HM Running Lunge,quadriceps,body only,intermediate
HM Bulgarian Split Squat On Chair,quadriceps,body only,intermediate
HM Burpee,quadriceps,body only,intermediate
HM Butterfly,quadriceps,body only,intermediate
HM Alternating Lunge Push-Up,quadriceps,body only,intermediate
HM Comet,quadriceps,body only,intermediate
HM Couch Stretch,quadriceps,body only,intermediate
HM Down Up,quadriceps,body only,intermediate
HM Duck Walk,quadriceps,body only,intermediate
HM Fragon,quadriceps,body only,intermediate
HM Frankenstein,quadriceps,body only,intermediate
HM Single-Leg Squat on Chair,quadriceps,body only,intermediate
HM Single-Leg Touchdown,quadriceps,body only,intermediate
HM Speed Skater,quadriceps,body only,intermediate
HM Squat Jump,quadriceps,body only,intermediate
HM Squat Lunge,quadriceps,body only,intermediate
HM Garland Pose,quadriceps,body only,intermediate
HM High Knees,quadriceps,body only,intermediate
HM In-And-Out Squat,quadriceps,body only,intermediate
HM In-And-Out Squat Jump,quadriceps,body only,intermediate
HM Jumping Jack,quadriceps,body only,intermediate
HM Jumping Knee-Up,quadriceps,body only,intermediate
HM Jumping Rope,quadriceps,body only,intermediate
HM Right Calf-Spike Sumo Pulse,quadriceps,body only,intermediate
HM Reverse Lunge with Kick,quadriceps,body only,intermediate
HM Left Knee-Up,quadriceps,body only,intermediate
HM Left-Leg Lunge And Kick-Out,quadriceps,body only,intermediate
HM Mountain Pose,quadriceps,body only,intermediate
HM Butt Kickers,quadriceps,body only,intermediate
HM Right-Leg Lunge And Kick-Out,quadriceps,body only,intermediate
HM Sumo Get-Up,quadriceps,body only,intermediate
AM Jump Squat,quadriceps,body only,intermediate
AM Bodyweight Squat,quadriceps,body only,intermediate
High knees sprawl drill,quadriceps,body only,intermediate
UP Bulgarian Split Squat,quadriceps,body only,intermediate
UN Forward Lunge,quadriceps,body only,intermediate
UN Front Foot Elevated Split Squat,quadriceps,body only,intermediate
UNS Half-Kneeling Hip Flexor Stretch,quadriceps,body only,intermediate
UNS Low Depth Jump,quadriceps,body only,intermediate
UNS Forward-To-Reverse Lunge,quadriceps,body only,intermediate
Holman Towel Squat Thrust,quadriceps,body only,intermediate
Holman Towel Alternating Prisoner Squat,quadriceps,body only,intermediate
Holman Towel Alternating Lateral Lunge,quadriceps,body only,intermediate
Holman Squat Pull-Through Jump,quadriceps,body only,intermediate
Holman 180 Jump,quadriceps,body only,intermediate
Holman Foot-Elevated Knee-Up to Squat,quadriceps,body only,intermediate
Holman Feet-Elevated Squat Thrust,quadriceps,body only,intermediate
Holman Hands-Elevated Lunge Jump,quadriceps,body only,intermediate
Holman Hands-Elevated Jack to Split Jump,quadriceps,body only,intermediate
Holman Hands-Elevated Wide Squat Thrust,quadriceps,body only,intermediate
Holman Hands-Elevated Squat Thrust to Split Jack,quadriceps,body only,intermediate
Holman Squat Jump,quadriceps,body only,intermediate
Holman Squat Pulse,quadriceps,body only,intermediate
Holman Jump-Out Push-Up,quadriceps,body only,intermediate
Holman Alternating Forward Lunge,quadriceps,body only,intermediate
Holman Burpee to Jump,quadriceps,body only,intermediate
Holman Pilates Single-Leg Stretch,quadriceps,body only,intermediate
Holman Alternating Reverse Prisoner Lunge,quadriceps,body only,intermediate
Holman Narrow-Wide Squat Jump to 180 Jump,quadriceps,body only,intermediate
Holman 180 Jump to Lunge,quadriceps,body only,intermediate
Holman Imaginary Jump Rope,quadriceps,body only,intermediate
Holman Fast Feet with Hands Up,quadriceps,body only,intermediate
Holman Hands-Elevated Alternating Lunge Jump,quadriceps,body only,intermediate
Holman Right Split Lunge,quadriceps,body only,intermediate
Holman Left Split Lunge,quadriceps,body only,intermediate
Holman Plyometric Jump,quadriceps,body only,intermediate
Holman Quad Touch Jump,quadriceps,body only,intermediate
Holman Skate,quadriceps,body only,intermediate
Holman Lunge Jump,quadriceps,body only,intermediate
Holman Flying Squat Thrust,quadriceps,body only,intermediate
Holman 90-Degree Jump,quadriceps,body only,intermediate
Holman Half Jack to 180 Jump,quadriceps,body only,intermediate
Holman Quick Feet to Quad Touch Jump,quadriceps,body only,intermediate
Holman Squat Thrust to Push-Up to Super Woman,quadriceps,body only,intermediate
Holman Plyometric Jump to 180 Jump,quadriceps,body only,intermediate
Holman Standing Heel Click to Hands Down Heel Click,quadriceps,body only,intermediate
Holman Burpee to 180 Jump,quadriceps,body only,intermediate
Holman Traveling Low Jack to Belly Touch,quadriceps,body only,intermediate
Holman Flying Squat Thrust to Shoulder Tap,quadriceps,body only,intermediate
Holman Squat Jump to Alternating Side Lunge Jump,quadriceps,body only,intermediate
Holman Low Squat with Low Diagonal Dumbbell Punch,quadriceps,body only,intermediate
Holman Right Leg Hop to Right Reverse Lunge,quadriceps,body only,intermediate
Holman Left Leg Hop to Left Reverse Lunge,quadriceps,body only,intermediate
Holman Burpee to Open Stance,quadriceps,body only,intermediate
Holman Diagonal Squat Thrust to Renegade Forward Punch,quadriceps,body only,intermediate
Holman Bear Crawl,quadriceps,body only,intermediate
Holman Bear Crawl to Donkey Kick,quadriceps,body only,intermediate
Holman Bear Crawl to Froggy Push-Up,quadriceps,body only,intermediate
Holman Bear Crawl to Shoulder Tap,quadriceps,body only,intermediate
Holman Burpee to Tuck Jump,quadriceps,body only,intermediate
Holman Burpee to Flying Squat Thrust to Tuck Jump,quadriceps,body only,intermediate
Holman Forward Lunge to Reverse Lunge,quadriceps,body only,intermediate
Holman Renegade Lunge Jump,quadriceps,body only,intermediate
Holman Squat Jump to Lunge Jump,quadriceps,body only,intermediate
Holman Prisoner Reverse Lunge,quadriceps,body only,intermediate
Holman Wide-to-Narrow Squat Jump,quadriceps,body only,intermediate
Holman Donkey Run,quadriceps,body only,intermediate
Holman Weighted Wide-to-Narrow Squat Jump,quadriceps,body only,intermediate
Holman Wide-to-Narrow Donkey Kick,quadriceps,body only,intermediate
Holman Mule Kick,quadriceps,body only,intermediate
Holman Goal Post to Squat,quadriceps,body only,intermediate
Holman Frogger Squat to Heel Click,quadriceps,body only,intermediate
Holman Stair Sprint,quadriceps,body only,intermediate
Holman Stair Bear Crawl,quadriceps,body only,intermediate
Holman Burpee to Flying Squat Thrust,quadriceps,body only,intermediate
Holman Flying Squat Thrust to Push-Up,quadriceps,body only,intermediate
Holman Foot-Elevated Step-To-Lunge,quadriceps,body only,intermediate
Holman Split Lunge,quadriceps,body only,intermediate
Holman Stair Climb,quadriceps,body only,intermediate
Holman Burpee to Flying Jack,quadriceps,body only,intermediate
Holman Right Reverse Lunge,quadriceps,body only,intermediate
Holman Left Reverse Lunge,quadriceps,body only,intermediate
Holman Squat Tap to Hop,quadriceps,body only,intermediate
Holman Squat Tap to Jump-Forward-Jump-Back,quadriceps,body only,intermediate
Holman Squat Hip Drive,quadriceps,body only,intermediate
Holman Alternating Double Lunge Hop,quadriceps,body only,intermediate
Holman Right Reverse Lunge to Front Kick,quadriceps,body only,intermediate
Holman Right Leg Forward Lunge Hop,quadriceps,body only,intermediate
Holman Right Squat Thrust,quadriceps,body only,intermediate
Holman Left Reverse Lunge to Front Kick,quadriceps,body only,intermediate
Holman Left Leg Forward Lunge Hop,quadriceps,body only,intermediate
Holman Left Side Diagonal Burpee,quadriceps,body only,intermediate
Holman Left Squat Thrust,quadriceps,body only,intermediate
Holman Wide Squat Thrust,quadriceps,body only,intermediate
Holman Alternating Single-Leg Hop to Squat to 180 Jump,quadriceps,body only,intermediate
Holman Right Lunge Hop to Chest Press,quadriceps,body only,intermediate
Holman Left Lunge Hop to Overhead Press,quadriceps,body only,intermediate
Holman 180 Jump Hop Forward Hop Back,quadriceps,body only,intermediate
Holman Right Split Squat,quadriceps,body only,intermediate
Holman Left Split Squat,quadriceps,body only,intermediate
Holman Double Squat Pulse to 180 Jump,quadriceps,body only,intermediate
Holman Towel Left Side Squat,quadriceps,body only,intermediate
Holman Alternating Lunge Jump,quadriceps,body only,intermediate
Holman Lunge Jump to Squat Jump,quadriceps,body only,intermediate
Holman Burpee with Belly Touch,quadriceps,body only,intermediate
Bootstrapper squat,quadriceps,body only,intermediate
Total Fitness Broad Jump,quadriceps,body only,intermediate
Total Fitness Lateral Lunge,quadriceps,body only,intermediate
Lateral shuffle,quadriceps,body only,intermediate
Total Fitness Skip,quadriceps,body only,intermediate
Total Fitness Spider Lunge,quadriceps,body only,intermediate
Spider lunge stretch,quadriceps,body only,intermediate
Spider lunge with T-rotation,quadriceps,body only,intermediate
Standing quad stretch,quadriceps,body only,intermediate
Vertical jump,quadriceps,body only,intermediate
King Maker Burpee,quadriceps,body only,intermediate
King Maker Explosive High Jump,quadriceps,body only,intermediate
Muscle Beach Skip,quadriceps,body only,intermediate
Muscle Beach Broad Jump,quadriceps,body only,intermediate
Muscle Beach Sprint,quadriceps,body only,intermediate
Muscle Beach Front Kick,quadriceps,body only,intermediate
Muscle Beach Side Kick,quadriceps,body only,intermediate
Muscle Beach Spin Kick,quadriceps,body only,intermediate
Muscle Beach Freestyle Kick,quadriceps,body only,intermediate
MetaBurn Alternating Curtsy Lunge To Squat,quadriceps,body only,intermediate
MetaBurn Alternating Curtsy Lunge With High Knee,quadriceps,body only,intermediate
MetaBurn Alternating Diagonal Sprawl,quadriceps,body only,intermediate
MetaBurn Alternating Lateral Sprawl,quadriceps,body only,intermediate
MetaBurn Curtsy Lunge,quadriceps,body only,intermediate
MetaBurn Frogger,quadriceps,body only,intermediate
MetaBurn High Knee Rotation,quadriceps,body only,intermediate
MetaBurn Side-To-Side Lunge,quadriceps,body only,intermediate
MetaBurn Star Jump,quadriceps,body only,intermediate
MetaBurn Tuck Jump With Knee Slap,quadriceps,body only,intermediate
MetaBurn Lateral Bounding Hop,quadriceps,body only,intermediate
MetaBurn Double Lunge,quadriceps,body only,intermediate
Robertson Sprinter Step-Up,quadriceps,body only,intermediate
FYR2 Front Kick-Through,quadriceps,body only,intermediate
Lunge high-knee clap,quadriceps,body only,intermediate
FYR2 Plyo Split Squat,quadriceps,body only,intermediate
FYR2 Reverse Burpee,quadriceps,body only,intermediate
FYR2 Reverse Burpee to Regular Burpee,quadriceps,body only,intermediate
FYR2 Reverse Burpee Tuck Jump,quadriceps,body only,intermediate
FYR2 Sprawlee,quadriceps,body only,intermediate
FYR2 Squat Hold,quadriceps,body only,intermediate
FYR2 Squat Jump,quadriceps,body only,intermediate
FYR2 Squat Pulse,quadriceps,body only,intermediate
Sprinter burpee,quadriceps,body only,intermediate
Shuttle run training,quadriceps,body only,intermediate
Medicine ball ninja,quadriceps,medicine ball,intermediate
FYR Air Ball Plus Medicine Ball Jumping Sprawl,quadriceps,medicine ball,intermediate
Medicine ball cowboy squat,quadriceps,medicine ball,intermediate
Medicine ball jumping jill,quadriceps,medicine ball,intermediate
Alternate Leg Diagonal Bound,quadriceps,unknown,beginner
Sit Squats,quadriceps,unknown,beginner
Frog Hops,quadriceps,unknown,beginner
Dumbbell lateral hop to sprint,quadriceps,unknown,intermediate
Smith machine lunge sprint,quadriceps,unknown,intermediate
Sissy squat,quadriceps,unknown,intermediate
Wall ball toss,quadriceps,exercise ball,intermediate
Bosu Ball Squat,quadriceps,exercise ball,beginner
Exercise ball Bulgarian split squat,quadriceps,exercise ball,intermediate
Internal Rotation with Band,shoulders,bands,beginner
Band Pull Apart,shoulders,bands,intermediate
Back Flyes - With Bands,shoulders,bands,beginner
Lateral Raise - With Bands,shoulders,bands,beginner
Shoulder Press - With Bands,shoulders,bands,beginner
External Rotation with Band,shoulders,bands,beginner
FYR Band Pull-Apart,shoulders,bands,intermediate
HM Lateral Raise,shoulders,bands,intermediate
Rusin Banded Over-And-Back,shoulders,bands,intermediate
Rusin Banded Face Pull,shoulders,bands,intermediate
UP Band Pull-Apart,shoulders,bands,intermediate
Jordan Shallow Band-Resisted Thread the Needle,shoulders,bands,intermediate
30 Shoulders Seated Banded Barbell Shoulder Press,shoulders,bands,intermediate
Band shoulder press,shoulders,bands,intermediate
Band lateral raise,shoulders,bands,intermediate
Band upright row,shoulders,bands,intermediate
Staggered-stance band shoulder press,shoulders,bands,intermediate
Single-arm banded landmine press,shoulders,bands,intermediate
Band front raise rear fly row combo,shoulders,bands,intermediate
Jordan Shallow Foam Roller Thoracic Extension,shoulders,foam roll,intermediate
Jordan Shallow Thread the Needle (with Foam Roller),shoulders,foam roll,intermediate
Clean and press,shoulders,barbell,intermediate
Clean and jerk,shoulders,barbell,intermediate
Military press,shoulders,barbell,intermediate
Seated barbell shoulder press,shoulders,barbell,intermediate
Snatch-Grip Behind-The-Neck Overhead Press,shoulders,barbell,beginner
Standing Bradford press,shoulders,barbell,intermediate
Barbell Shoulder Press,shoulders,barbell,intermediate
Barbell rear delt bent-over row,shoulders,barbell,intermediate
Barbell upright row,shoulders,barbell,intermediate
Bradford/Rocky Presses,shoulders,barbell,beginner
Lying rear delt fly,shoulders,barbell,intermediate
Machine Shoulder (Military) Press,shoulders,barbell,intermediate
Standing Barbell Press Behind Neck,shoulders,barbell,intermediate
Barbell front raise,shoulders,barbell,intermediate
Overhead bar front raise,shoulders,barbell,intermediate
Incline barbell shoulder protraction,shoulders,barbell,intermediate
Behind-the-head push-press,shoulders,barbell,intermediate
Rack Delivery,shoulders,barbell,beginner
Smith Incline Shoulder Raise,shoulders,barbell,beginner
Tall Muscle Snatch,shoulders,barbell,beginner
Axle Clean And Press,shoulders,barbell,beginner
Jerk Balance,shoulders,barbell,beginner
Seated EZ-bar shrug,shoulders,barbell,intermediate
Paul Carter Barbell Seated Military Press,shoulders,barbell,intermediate
TBS Barbell Military Press,shoulders,barbell,intermediate
Incline Front Barbell Raise - Gethin Variation,shoulders,barbell,intermediate
Barbell Front Raise - Gethin Variation,shoulders,barbell,intermediate
Single-arm barbell lateral raise,shoulders,barbell,intermediate
AM Upright Row,shoulders,barbell,intermediate
AM Barbell Shoulder Press,shoulders,barbell,intermediate
Standing barbell shoulder press,shoulders,barbell,intermediate
King Maker Barbell Thruster,shoulders,barbell,intermediate
Single-arm incline cable cross-over,shoulders,barbell,intermediate
Barbell bear complex,shoulders,barbell,intermediate
30 Shoulders Barbell Shrug,shoulders,barbell,intermediate
30 Shoulders Incline Face-Up Straight-Bar Front Raise,shoulders,barbell,intermediate
30 Shoulders Seated Dumbbell Shoulder Press,shoulders,barbell,intermediate
30 Shoulders Standing Behind-The-Head Shoulder Press,shoulders,barbell,intermediate
30 Shoulders Standing Barbell Press,shoulders,barbell,intermediate
FYR2 Wide Overhead Press,shoulders,barbell,intermediate
Single-arm kettlebell push-press,shoulders,kettlebells,intermediate
Two-Arm Kettlebell Military Press,shoulders,kettlebells,beginner
Alternating Kettlebell Press,shoulders,kettlebells,beginner
Single-arm kettlebell snatch,shoulders,kettlebells,intermediate
Single-arm kettlebell clean and jerk,shoulders,kettlebells,intermediate
Kettlebell pirate ship,shoulders,kettlebells,intermediate
Two-Arm Kettlebell Clean,shoulders,kettlebells,beginner
Double Kettlebell Push Press,shoulders,kettlebells,intermediate
Kettlebell Seated Press,shoulders,kettlebells,beginner
Double Kettlebell Jerk,shoulders,kettlebells,beginner
Kettlebell Arnold Press,shoulders,kettlebells,beginner
Double-kettlebell windmill,shoulders,kettlebells,intermediate
One-Arm Kettlebell Split Snatch,shoulders,kettlebells,beginner
One-Arm Kettlebell Para Press,shoulders,kettlebells,beginner
One-Arm Kettlebell Split Jerk,shoulders,kettlebells,beginner
One-Arm Kettlebell Military Press To The Side,shoulders,kettlebells,beginner
One-Arm Kettlebell Jerk,shoulders,kettlebells,beginner
Double Kettlebell Snatch,shoulders,kettlebells,beginner
Two-Arm Kettlebell Jerk,shoulders,kettlebells,beginner
FYR Kettlebell Power Clean,shoulders,kettlebells,intermediate
Kettlebell upright row,shoulders,kettlebells,intermediate
Kettlebell upright row and press,shoulders,kettlebells,intermediate
Single-arm kettlebell thruster,shoulders,kettlebells,intermediate
Double-kettlebell shoulder press,shoulders,kettlebells,intermediate
Double-kettlebell push-press,shoulders,kettlebells,intermediate
HM Kettlebell Windmill,shoulders,kettlebells,intermediate
HM Kettlebell Z-Press,shoulders,kettlebells,intermediate
Taylor Half-Kneeling Kettlebell Halo,shoulders,kettlebells,intermediate
Taylor Towel Kettlebell Farmer's Walk,shoulders,kettlebells,intermediate
FYR2 Double-Kettlebell Alternating Press,shoulders,kettlebells,intermediate
FYR2 Double-Kettlebell Thruster,shoulders,kettlebells,intermediate
FYR2 Half-Kneeling Kettlebell Clean,shoulders,kettlebells,intermediate
FYR2 Kettlebell Clean and Press,shoulders,kettlebells,intermediate
FYR2 Kettlebell High Pull to Overhead Press,shoulders,kettlebells,intermediate
FYR2 Kettlebell Swing Clean and Press,shoulders,kettlebells,intermediate
FYR2 Single-Arm Kettlebell Press,shoulders,kettlebells,intermediate
FYR2 Ascending-Rep High-Pull-Press Complex,shoulders,kettlebells,intermediate
Dumbbell front raise to lateral raise,shoulders,dumbbell,intermediate
Single-arm palm-in dumbbell shoulder press,shoulders,dumbbell,intermediate
Standing palms-in shoulder press,shoulders,dumbbell,intermediate
Seated Dumbbell Press,shoulders,dumbbell,intermediate
Standing dumbbell shoulder press,shoulders,dumbbell,intermediate
Single-arm lateral raise,shoulders,dumbbell,intermediate
Power Partials,shoulders,dumbbell,beginner
Incline dumbbell reverse fly,shoulders,dumbbell,intermediate
Overhead dumbbell front raise,shoulders,dumbbell,intermediate
Seated dumbbell shoulder press,shoulders,dumbbell,intermediate
Alternating standing shoulder press,shoulders,dumbbell,intermediate
Single-arm incline rear delt raise,shoulders,dumbbell,intermediate
Alternating dumbbell front raise,shoulders,dumbbell,intermediate
Alternating Deltoid Raise,shoulders,dumbbell,intermediate
Single-dumbbell front raise,shoulders,dumbbell,intermediate
Arnold press,shoulders,dumbbell,intermediate
Single-arm standing shoulder press,shoulders,dumbbell,intermediate
Dumbbell front raise,shoulders,dumbbell,intermediate
Bent-over dumbbell rear delt row,shoulders,dumbbell,intermediate
Incline dumbbell front raise,shoulders,dumbbell,intermediate
Side Lateral Raise,shoulders,dumbbell,intermediate
Dumbbell external shoulder rotation,shoulders,dumbbell,intermediate
Single-arm incline lateral raise,shoulders,dumbbell,intermediate
Seated rear delt fly,shoulders,dumbbell,intermediate
Dumbbell Raise,shoulders,dumbbell,beginner
Seated Side Lateral Raise,shoulders,dumbbell,intermediate
Dumbbell Lying Rear Lateral Raise,shoulders,dumbbell,intermediate
Head-on-bench dumbbell rear delt raise,shoulders,dumbbell,intermediate
Cuban press,shoulders,dumbbell,intermediate
Reverse Flyes With External Rotation,shoulders,dumbbell,beginner
Single-arm side lying rear fly,shoulders,dumbbell,intermediate
Single-arm dumbbell upright row,shoulders,dumbbell,intermediate
Dumbbell Scaption,shoulders,dumbbell,beginner
See-Saw Press (Alternating Side Press),shoulders,dumbbell,beginner
Dumbbell Incline Shoulder Raise,shoulders,dumbbell,beginner
Single-arm half-kneeling shoulder press,shoulders,dumbbell,intermediate
Dumbbell Clean And Jerk,shoulders,dumbbell,beginner
Dumbbell shoulder press with body rotation,shoulders,dumbbell,intermediate
Dumbbell Fix Dumbbell Military Press,shoulders,dumbbell,intermediate
Dumbbell Fix Standing Dumbbell Arnold Press,shoulders,dumbbell,intermediate
Dumbbell Fix Dumbbell Single-Arm Snatch,shoulders,dumbbell,intermediate
Paul Carter Rear-Delt Fly,shoulders,dumbbell,intermediate
FYR Dumbbell Shoulder Press,shoulders,dumbbell,intermediate
FYR Single-Arm Dumbbell Press,shoulders,dumbbell,intermediate
FYR Dumbbell Tempo L-Raise,shoulders,dumbbell,intermediate
Dumbbell seesaw shoulder press,shoulders,dumbbell,intermediate
FYR Dumbbell front raise to lateral raise,shoulders,dumbbell,intermediate
FYR Dumbbell Arnold Press,shoulders,dumbbell,intermediate
FYR Dumbbell Military Press to Dumbbell High Pull to V-up,shoulders,dumbbell,intermediate
